word,sentiment
abyssinian,0.919303368
abyssinians,0.201849218
ac,0.006701248
acacia,1.732016754
acacias,8.362891602
academe,-0.27156761
academes,9.289366153
academia,-0.203200461
academias,13.65055179
academic,-0.037021995
academical,-0.682689985
academically,0.057198382
academician,0.187048348
academicians,-0.089256529
academicism,1.462837371
academics,-0.194827561
academies,0.915438953
academy,0.516205427
acadia,5.484961166
acanthus,4.615056362
acapulco,2.375449888
accede,2.95329682
acceded,-4.022151731
accedence,12.8
acceder,3.619477611
accedes,-0.231795241
acceding,-1.535036592
accelerando,0.77512224
accelerant,-1.164795337
accelerate,0.111936291
accelerated,0.07343426
accelerates,5.91638652
accelerating,1.121520865
acceleration,0.105388884
accelerations,0.03984798
accelerative,16.72724562
accelerator,-0.095176883
accelerators,0.469992835
accelerometer,0.372390204
accelerometers,16.19258671
accent,-1.512220348
accented,0.208391825
accenting,4.039524626
accents,-0.919984347
accentual,13.85080049
accentuate,0.958334919
accentuated,2.083743148
accentuates,3.765575717
accentuating,0.786853387
accentuation,4.260760988
accentuator,-4.341496842
accept,-0.410276168
acceptability,-0.101187016
acceptable,-3.687601291
acceptableness,-4.864784359
acceptably,-3.289189634
acceptance,2.498120859
acceptances,5.449005531
acceptant,10.31849906
acceptation,5.575100591
accepted,-0.023461164
acceptedly,12.8
acceptee,0
acceptees,0
accepter,-9.001397722
accepters,-2.905681802
accepting,-0.00745271
acceptive,4.273418363
acceptor,-0.611831021
accepts,0.598525088
access,-0.191844357
accessability,2.486668863
accessed,-0.052295124
accesses,0.050856872
accessibility,4.097588859
accessible,7.873366315
accessibleness,12.8
accessibly,5.230213228
accessing,-0.486305376
accession,4.093743987
accessions,-1.361079439
accessories,0.233133512
accessors,-9.408174367
accessory,0.001992946
accidence,16.17569645
accident,0.549320498
accidental,0.215292133
accidentally,0.005903766
accidentals,0.551938458
accidents,0.253052044
accidie,8.648442608
acclaim,-0.063786166
acclaimed,0.259821052
acclaimer,-12.8
acclaiming,-2.515009236
acclaims,-5.298249537
acclamation,1.193338646
acclamations,-3.882706847
acclimate,4.969102707
acclimated,3.374175581
acclimates,9.155255091
acclimating,7.915137399
acclimation,7.865194537
acclimatization,7.154720032
acclimatize,-1.361036962
acclimatized,3.900215692
acclimatizer,6.4
acclimatizes,10.47992946
acclimatizing,2.058742101
acclivity,-8.857561697
accolade,1.894278147
accolades,-0.140749373
accommodate,0.300654001
accommodated,0.223971896
accommodates,5.776817648
accommodating,0.076097618
accommodatingly,9.000092294
accommodation,1.630849105
accommodational,0
accommodations,1.318609234
accommodative,3.801801952
accommodativeness,-8.857561697
accommodator,12.8
accommodators,12.8
accompanied,1.672821562
accompanies,4.548099134
accompaniment,5.128102938
accompaniments,6.190269298
accompanist,6.578462801
accompanists,11.76295313
accompany,3.327748775
accompanying,0.916314467
accompanyist,18.25128758
accompli,1.052802093
accomplice,0.640388768
accomplices,0.667614504
accomplis,1.732136672
accomplish,0.024741655
accomplishable,10.62538239
accomplished,0.603100333
accomplisher,-9.253433572
accomplishers,-9.282481466
accomplishes,2.835597055
accomplishing,0.24510514
accomplishment,2.674446048
accomplishments,0.542948522
accord,-0.384375734
accordance,0.07463154
accordant,-5.68860009
accordantly,0
accorded,0.067288762
accorder,11.15294529
according,-0.788623925
accordingly,-0.02357743
accordion,2.640632332
accordionist,7.136492201
accordionists,11.31975694
accordions,5.073696272
accords,-0.058835189
accost,2.342168591
accosted,-0.384127524
accosting,0.464555289
accosts,-0.977262941
account,0.114639608
accountability,-0.087641149
accountable,-1.572336547
accountably,7.142902124
accountancy,-0.182616207
accountant,0.266780319
accountants,-0.531962339
accounted,0.103373692
accounter,1.057522458
accounting,-0.330272479
accounts,0.01391549
accoutered,2.543479855
accoutering,12.8
accouterment,14.11438428
accouterments,3.856669164
accouters,12.8
accoutred,-2.913537617
accoutrement,0.779343758
accredit,-4.067124013
accreditation,-1.046289682
accredited,-2.543814926
accrediting,-3.863391118
accredits,-1.98305101
accrete,5.018785098
accreted,3.312145401
accretes,13.88940874
accreting,2.257763868
accretion,2.602185482
accretions,0.732181242
accrual,-0.205538857
accruals,9.220657672
accrue,-0.092119716
accrued,-0.186982015
accruement,2.899830121
accrues,5.442261883
accruing,-0.300049438
acct,-9.124149514
accts,-10.98565007
acculturate,8.82835309
acculturation,3.998413586
acculturational,12.8
accumulate,0.002873207
accumulated,0.146698717
accumulates,-0.013610258
accumulating,-0.002522368
accumulation,0.217543024
accumulations,0.20089731
accumulative,1.582782774
accumulatively,-5.501239485
accumulator,0.442354622
accumulators,-0.221031282
accuracies,-0.425711966
accuracy,-0.02275227
accurate,0.008013232
accurately,0.032944453
accurateness,14.61064381
accurse,12.8
accursed,-2.383049428
accursedly,12.8
accurst,12.8
accusable,-2.104776771
accusal,0.975129842
accusals,0
accusation,-0.165763671
accusations,-0.713111242
accusative,-0.708517559
accusatives,6.4
accusatorial,-9.214945313
accusatorially,-6.4
accusatory,-2.671052005
accuse,-0.581220119
accused,1.253210982
accuser,0.982389795
accusers,0.229906868
accuses,-1.306977961
accusing,-1.136178607
accusingly,-1.664177263
accusive,12.8
accusor,-1.469624496
accustom,1.068379361
accustomed,1.793018457
accustoming,12.3785458
accustoms,5.720874901
ace,0.620312981
aced,-0.016048119
acerb,19.78793216
acerbate,2.581213327
acerbated,4.446936896
acerbates,-9.963062572
acerbating,1.351404542
acerbic,4.527408133
acerbity,1.871624039
acerola,3.730565573
aces,1.78242364
acetaldehyde,-3.25304749
acetaminophen,-1.786886074
acetanilide,12.8
acetate,-0.636326595
acetates,4.694881318
acetic,-2.615171851
acetone,-0.984334593
acetones,12.8
acetylcholine,4.617155214
acetylene,-2.752816204
acetylsalicylic,1.150503776
ache,0.562251653
ached,2.135265966
achenes,-5.567218672
aches,2.935322525
achiest,12.8
achievable,3.11754885
achieve,0.666814241
achieved,1.005997528
achievement,3.724992664
achievements,1.247700047
achiever,0.641881446
achievers,1.310588356
achieves,2.876992398
achieving,1.577694559
achilles,-0.091581836
achiness,7.097085398
aching,3.19558121
achingly,3.853222723
achoo,8.451314294
achromat,18.81779747
achromatic,-1.219754477
achromatism,12.8
achromats,-4.396839273
achy,1.995816419
acid,-0.038113412
acidhead,-7.930640824
acidheads,-3.05391149
acidic,0.014396627
acidification,2.490404385
acidified,5.792264067
acidifier,12.8
acidifiers,21.0425709
acidifies,11.37646238
acidify,-6.054992183
acidifying,-3.430460798
acidities,12.8
acidity,0.942062343
acidly,3.126300867
acidness,12.8
acidophilus,0.548930108
acidoses,6.4
acidosis,-4.850387477
acidotic,6.4
acids,-0.243096484
acidulated,8.923019635
acidulation,12.8
acidulous,3.707429446
acidulously,0
acidulousness,12.8
acidy,0.075842482
acing,-3.132089418
acknowledge,-0.600763927
acknowledgeable,1.67696639
acknowledged,0.010358002
acknowledgedly,8.455430126
acknowledgement,-0.093235236
acknowledgements,-2.38497797
acknowledges,0.285291155
acknowledging,-0.00068929
acknowledgment,-0.297448616
acknowledgments,-2.673656198
aclu,-3.527619107
acme,0.067011544
acmes,9.000092294
acne,-0.046192437
acned,-0.539397388
acnes,-0.818150359
acoin,12.8
acolyte,-0.823833068
acolytes,-0.533469232
aconite,3.405268744
aconites,-8.857561697
acorn,0.57056286
acorns,1.467973776
acoustic,8.826274022
acoustical,4.66622374
acoustically,4.137388603
acoustics,2.169438606
acquaint,2.116197168
acquaintance,2.347824415
acquaintances,1.217284504
acquaintanceship,-0.06787315
acquaintanceships,6.836863951
acquainted,5.971014003
acquainting,6.279881047
acquaints,15.11199329
acquiesce,2.736142544
acquiesced,-0.701296
acquiescence,1.340521824
acquiescent,0.69225749
acquiescently,6.4
acquiesces,1.792522704
acquiescing,-2.456073978
acquiesence,1.488171589
acquirable,-6.88417523
acquire,0.325965933
acquired,1.140490477
acquirement,3.214424054
acquirements,1.658571903
acquirer,-0.579050577
acquirers,0.579183985
acquires,4.406909079
acquiring,0.664052713
acquisition,2.318483066
acquisitions,0.5239483
acquisitive,-0.149569638
acquisitively,6.4
acquisitiveness,3.25399584
acquit,0.742282196
acquits,4.188478731
acquittal,2.918233247
acquittals,-2.428716351
acquitted,0.224191998
acquitting,2.093169261
acre,0.553520302
acreage,1.683283861
acreages,7.516218449
acred,-7.443138144
acres,1.420135981
acrid,-4.044142231
acridity,4.271712639
acridly,11.15294529
acridness,7.730651872
acrimonies,12.8
acrimonious,2.952053016
acrimoniously,1.151408316
acrimony,2.692796349
acrobat,-0.089943226
acrobatic,0.401888851
acrobatically,-3.537449266
acrobatics,0.404341507
acrobats,0.648448856
acromegalic,-4.341496842
acromegaly,-4.282056107
acronym,-0.335797971
acronyms,-2.559029325
acrophobia,8.261902308
acropolis,2.069523589
across,0.016594705
acrostic,1.219650328
acrostically,7.387584748
acrostics,3.810929784
acrylate,-9.108411462
acrylic,-0.337080486
acrylics,1.292395182
act,-0.371442846
actable,12.44756488
acted,-0.027117679
actin,-3.4574486
acting,-1.441370681
actings,-4.678133066
actinic,-4.377708275
actinide,22.81763919
actinides,-2.124036864
actinium,12.8
action,0.386555284
actionability,6.4
actionable,-0.241528723
actions,0.238461727
activate,-2.888573379
activated,-1.338093348
activates,-0.584007625
activating,-1.231702838
activation,-7.452706742
activations,-11.05879399
activator,-0.483367315
activators,6.705056856
active,0.191480616
actively,-0.016974921
activeness,-0.809023751
actives,-1.700780198
activism,0.374585629
activisms,13.47831492
activist,0.023102083
activistic,7.529705059
activists,-0.02266378
activities,1.037956731
activity,0.036877837
actor,-0.06084648
actorish,-6.191840825
actors,-0.294158167
actress,-0.055260491
actresses,-0.000268665
acts,-0.034958469
actual,-1.921481093
actualities,-0.936728865
actuality,-0.694261469
actualization,1.3093144
actualize,2.265845409
actualized,-0.510141413
actualizes,18.8666522
actualizing,2.280699621
actually,-0.706600027
actuarial,-0.220189087
actuaries,0.817680636
actuary,0.518861429
actuate,-2.671446947
actuated,-0.944120288
actuates,-1.568529121
actuating,-0.849674415
actuation,1.216670234
actuator,-2.24568565
actuators,3.88022142
acuities,12.89934431
acuity,0.198241149
acumen,0.177830013
acumens,7.387584748
acupuncture,0.479764897
acupuncturist,1.914659555
acupuncturists,-0.241828262
acute,0.976420019
acutely,3.303839496
acuteness,11.18913707
acuter,6.4
acutes,-1.871064603
acutest,8.455430126
ad,-2.397103503
adage,-0.493965229
adages,1.004115404
adagio,6.915466688
adagios,7.32380915
adam,0.100856506
adamance,7.051778098
adamancy,17.4863454
adamant,0.029215632
adamantine,-0.354517231
adamantly,0.016485293
adams,1.60042147
adapt,0.7671446
adaptability,3.156997427
adaptable,6.298160358
adaptableness,12.8
adaptation,0.026137743
adaptations,0.977092861
adapted,1.795815481
adapter,-1.801515428
adapters,-0.816754234
adapting,0.68869184
adaption,0.336365455
adaptions,0.537292409
adaptive,0.783083886
adaptively,-2.345818522
adaptiveness,0.426930289
adaptor,-2.175119748
adaptors,-0.831159305
adapts,4.284829007
add,0.019479713
addable,3.322102195
addax,21.0425709
added,0.262061821
addend,-4.827193227
addenda,3.724947309
addends,-1.574507045
addendum,-0.321733374
adder,2.435188442
adders,1.718659972
addict,-0.006692064
addicted,2.036888143
addicting,9.869689348
addiction,0.79290456
addictions,1.758442818
addictive,8.968877296
addictively,7.575909511
addictiveness,8.093989768
addictives,13.85004624
addicts,-0.11175198
adding,0.034226644
addison,1.206750323
addition,1.501210099
additional,0.228045584
additionally,-1.069153851
additions,1.185434773
additive,0.063368031
additives,-0.13780996
addle,-5.612979693
addled,-0.689260883
addles,7.22077484
addling,17.19401284
address,-1.583597863
addressability,-3.398583843
addressable,1.629182234
addressed,-0.074207503
addressee,0.109918388
addressees,-5.277366465
addresser,17.54701445
addressers,4.568637391
addresses,1.910882032
addressing,0.035820095
adds,3.833751825
adduce,-5.255805693
adduced,-3.377703499
adduces,-1.244998629
adducing,-1.341061955
adduct,13.62508168
adducted,9.511905026
adducting,-1.140552768
adduction,-1.118834225
adductor,19.34988537
adductors,-3.471495962
adenine,3.886209395
adenoid,9.897002854
adenoidal,-6.760792037
adenoidectomy,12.8
adenoids,-0.426368181
adenosine,3.328874901
adept,1.228649441
adepter,-6.119184769
adeptly,6.140450466
adeptness,1.057806987
adepts,1.70164177
adequacies,9.583256508
adequacy,-1.233891749
adequate,-0.621140097
adequately,-0.921467301
adequateness,6.4
adequation,12.48932606
adeste,14.62767289
adhere,-0.274754771
adhered,-0.011575331
adherence,0.046043904
adherent,-0.686574719
adherents,-0.276138003
adherer,-8.857561697
adherers,12.79375272
adheres,0.068021018
adhering,0.039746311
adhesion,-0.324938481
adhesions,-0.224863304
adhesive,-1.432188373
adhesively,7.440487004
adhesiveness,-2.870014132
adhesives,-0.232317391
adiabatic,0.830777974
adieu,1.883644519
adieus,15.3011746
adieux,12.45928358
adios,0.000876135
adipose,-8.715764425
adiposity,-10.58564246
adit,-3.375279092
adits,11.15294529
adj,-3.059717017
adjacency,9.224652332
adjacent,-0.014288514
adjacently,13.62508168
adjectival,-0.642990894
adjectivally,-1.650985222
adjective,-2.654823132
adjectives,-3.358808863
adjoin,4.782379891
adjoined,15.94468404
adjoining,0.057751472
adjoins,4.113167973
adjoint,6.719201205
adjoints,13.62508168
adjourn,12.27876758
adjourned,-1.394521383
adjourning,1.126341162
adjournment,12.97534319
adjournments,17.93654569
adjourns,0.022287702
adjudge,-2.778991814
adjudged,-0.73513119
adjudges,-15.9508399
adjudging,9.755901045
adjudicate,5.475461804
adjudicated,0.199738135
adjudicates,14.2047398
adjudicating,7.069979834
adjudication,5.325407986
adjudications,4.450945115
adjudicative,6.574984292
adjudicator,-1.270122723
adjudicators,4.466778104
adjudicatory,-10.58564246
adjunct,6.012798751
adjunctive,-0.996143858
adjunctly,12.8
adjuncts,0.127835725
adjuration,1.628246902
adjurations,12.8
adjure,-3.98481885
adjured,-12.60655872
adjures,10.53125537
adjuring,12.8
adjust,0.002907047
adjustable,1.131638138
adjusted,-0.177275653
adjuster,-0.770100508
adjusters,-0.332742736
adjusting,-0.247015271
adjustment,-0.1167225
adjustments,0.089026934
adjustor,-0.514495808
adjustors,-3.969722262
adjusts,3.937055084
adjutant,3.26812721
adjutants,-4.349805331
adman,-0.793303888
admen,-2.845789078
admin,-2.239345511
administer,0.059207973
administered,-0.008580437
administerial,-12.8
administering,0.010507555
administers,0.500952019
administrable,12.8
administrate,1.467456779
administrated,1.304467976
administrates,-5.286429081
administrating,-1.138832141
administration,-0.016929717
administrational,6.4
administrations,0.393621674
administrative,0.377166872
administratively,5.243368521
administrator,-0.067327644
administrators,1.29212064
adminstration,-0.231004849
admirable,1.617118223
admirably,4.861056229
admiral,0.704413004
admirals,0.217339525
admiralship,1.009260569
admiralties,-8.943929254
admiralty,4.568715163
admiration,1.357012722
admirations,3.691011337
admire,0.40847024
admired,1.484416631
admirer,0.770056697
admirers,0.001745141
admires,1.319781665
admiring,0.411442843
admiringly,-3.329263496
admissability,15.89601272
admissable,-2.169881631
admissibility,2.04466149
admissible,-0.103516828
admissibly,-3.032392452
admission,1.009912818
admissions,0.051377173
admissive,0
admit,-0.106937269
admits,-0.643340621
admittance,-0.729103101
admittances,-8.518426352
admitted,-1.615202359
admittedly,-0.477804935
admitting,-0.65537692
admix,14.86140859
admixed,-1.396000616
admixes,12.30578024
admixing,12.8
admixture,0.001983696
admixtures,9.168135519
admonish,-0.48523409
admonished,0.735278258
admonisher,1.630954352
admonishes,1.305753231
admonishing,-2.782319837
admonishment,-0.008847473
admonishments,0.301999052
admonition,-0.359798272
admonitions,1.340685676
admonitory,0.411826806
ado,-0.367173405
adobe,-2.521756244
adobes,-5.863437864
adolescence,2.39409113
adolescent,-0.662165274
adolescently,-5.737614192
adolescents,-0.068620847
adolf,0.074719306
adolph,0.228240443
adonis,1.436157103
adopt,0.305280452
adoptability,12.8
adoptable,-1.87011473
adopted,0.679746859
adoptee,-1.252189025
adoptees,-0.839064422
adopter,-0.101903153
adopters,-0.320970149
adopting,0.406803638
adoption,0.039667832
adoptions,-0.070528108
adoptive,0.079866462
adopts,0.688796692
adorability,6.503420378
adorable,3.971373199
adorableness,10.8978968
adorably,3.805115474
adoration,-0.004543951
adore,1.332297694
adored,1.577926375
adorer,9.466240476
adorers,-3.531956954
adores,2.891639802
adoring,-0.006524988
adorn,0.334546793
adorned,2.343510505
adorner,12.8
adorning,-0.264496207
adornment,5.001374485
adornments,-0.023282257
adorns,1.23986927
ados,1.316439539
adrenal,1.25655265
adrenalin,6.376559463
adrenaline,5.355188927
adrenals,-0.388156805
adrenocortical,15.26592752
adriatic,2.937640387
adrift,1.28758366
adroit,5.912023113
adroitest,12.8
adroitly,7.515267267
adroitness,8.584955827
ads,-2.389386221
adsorb,1.32389552
adsorbable,12.8
adsorbate,6.4
adsorbed,-6.717420679
adsorbent,22.36193166
adsorbents,11.15294529
adsorbing,17.93654569
adsorbs,15.89601272
adsorption,7.934113901
adsorptive,12.8
adulate,-0.168687824
adulated,5.654961168
adulates,7.236840269
adulating,-3.349864149
adulation,-2.43219439
adulator,-0.705698716
adulators,2.088932331
adulatory,-2.35324571
adult,0.327880964
adulterant,-12.8
adulterants,4.948009858
adulterate,-2.031512506
adulterated,-3.947660981
adulterates,-1.102355476
adulterating,1.881110788
adulteration,-2.429122439
adulterator,3.374156976
adulterators,-12.8
adulterer,-2.818603669
adulterers,-4.303468656
adulteress,-0.114599535
adulteresses,-2.068924164
adulteries,2.959660572
adulterous,-0.773474226
adulterously,4.877291687
adultery,-0.210810683
adulthood,6.595970709
adultly,-4.296721512
adultness,2.546580921
adults,1.300647859
adumbrate,2.66909305
adumbrated,1.354965212
adumbrates,-0.318508584
adumbrating,9.711236265
adumbration,-0.386031897
adumbrations,6.779362542
adumbrative,0
adv,-0.108738242
advance,-0.393769826
advanced,0.207504769
advancement,0.007705918
advancements,0.795984897
advancer,-3.774339931
advancers,-6.677278546
advances,0.398308199
advancing,-0.060848863
advantage,0.106904765
advantaged,-0.4615324
advantageous,1.273452891
advantageously,5.441755669
advantageousness,-21.64086079
advantages,1.267405135
advantaging,-9.793336697
advent,1.607811945
adventitious,4.8416796
adventitiously,6.607964337
advents,-2.498327934
adventure,6.324690158
adventured,6.571194494
adventurer,4.850630047
adventurers,3.804948739
adventures,6.379372519
adventuresome,9.881025735
adventuress,4.65247606
adventuresses,16.14157148
adventuring,3.549203189
adventurous,6.772790795
adventurously,11.61240667
adventurousness,3.022462064
adverb,-4.88784223
adverbial,-3.520219116
adverbially,-12.92755983
adverbs,-3.800960683
adversaries,0.974743927
adversary,2.281816049
adversative,12.8
adverse,0.072312146
adversely,0.053048922
adverseness,12.8
adversities,8.545349227
adversity,5.187707529
advert,-2.205407268
adverted,-1.037471992
advertent,-1.438005318
advertently,3.197949229
adverting,-0.492004614
advertise,-6.296422195
advertised,-2.646060828
advertisement,-6.889025626
advertisements,-3.974080741
advertiser,0.012038375
advertisers,-1.31320196
advertises,-5.038633563
advertising,-4.306235846
